investor_id,avg_gap_days,max_gap_days,sip_count,status
INV004477,58.714285714285715,180.0,7,At-Risk
INV004484,61.6,182.0,5,At-Risk
INV004502,74.5,165.0,6,At-Risk
INV004504,55.142857142857146,247.0,7,At-Risk
INV004511,37.2,89.0,5,At-Risk
INV004517,86.6,185.0,5,At-Risk
INV004521,54.5,76.0,6,At-Risk
INV004523,87.2,127.0,5,At-Risk
INV004528,54.0,149.0,6,At-Risk
INV004531,60.0,159.0,7,At-Risk
INV004533,55.0,118.0,6,At-Risk
INV004542,34.0,59.0,6,Regular
INV004547,67.5,165.0,6,At-Risk
INV004555,53.142857142857146,151.0,7,At-Risk
INV004560,48.375,107.0,8,At-Risk
INV004562,83.8,158.0,5,At-Risk
INV004563,64.83333333333333,211.0,6,At-Risk
INV004574,54.57142857142857,116.0,7,At-Risk
INV004576,63.0,132.0,5,At-Risk
INV004579,43.857142857142854,77.0,7,At-Risk
INV004581,72.14285714285714,234.0,7,At-Risk
INV004589,71.4,225.0,5,At-Risk
INV004594,59.142857142857146,122.0,7,At-Risk
INV004598,84.2,195.0,5,At-Risk
INV004602,59.625,242.0,8,At-Risk
INV004607,56.0,214.0,7,At-Risk
INV004608,55.0,96.0,7,At-Risk
INV004611,51.166666666666664,217.0,6,At-Risk
INV004614,79.6,117.0,5,At-Risk
INV004617,39.25,83.0,8,At-Risk
INV004621,54.25,203.0,8,At-Risk
INV004625,96.4,246.0,5,At-Risk
INV004629,64.57142857142857,175.0,7,At-Risk
INV004630,50.625,95.0,8,At-Risk
INV004631,64.71428571428571,109.0,7,At-Risk
INV004633,78.16666666666667,189.0,6,At-Risk
INV004635,58.666666666666664,142.0,6,At-Risk
INV004636,75.6,160.0,5,At-Risk
INV004638,54.333333333333336,110.0,6,At-Risk
INV004640,68.33333333333333,202.0,6,At-Risk
INV004641,67.8,105.0,5,At-Risk
INV004642,54.8,232.0,5,At-Risk
INV004643,50.6,101.0,5,At-Risk
INV004646,64.5,158.0,6,At-Risk
INV004647,70.66666666666667,138.0,6,At-Risk
INV004650,80.8,143.0,5,At-Risk
INV004661,69.71428571428571,181.0,7,At-Risk
INV004665,83.4,137.0,5,At-Risk
INV004672,72.0,127.0,6,At-Risk
INV004680,47.166666666666664,155.0,6,At-Risk
INV004682,42.25,105.0,8,At-Risk
INV004688,77.6,181.0,5,At-Risk
INV004692,83.6,190.0,5,At-Risk
INV004701,20.0,82.0,6,Regular
INV004704,93.8,141.0,5,At-Risk
INV004712,48.57142857142857,84.0,7,At-Risk
INV004715,56.833333333333336,169.0,6,At-Risk
INV004716,74.0,197.0,6,At-Risk
INV004737,54.55555555555556,120.0,9,At-Risk
INV004738,93.2,148.0,5,At-Risk
INV004741,72.33333333333333,157.0,6,At-Risk
INV004753,61.4,87.0,5,At-Risk
INV004755,61.166666666666664,181.0,6,At-Risk
INV004761,71.4,139.0,5,At-Risk
INV004763,83.5,184.0,6,At-Risk
INV004764,83.0,144.0,5,At-Risk
INV004770,72.85714285714286,146.0,7,At-Risk
INV004776,57.375,145.0,8,At-Risk
INV004780,69.5,154.0,6,At-Risk
INV004785,66.16666666666667,248.0,6,At-Risk
INV004787,72.33333333333333,140.0,6,At-Risk
INV004798,53.666666666666664,106.0,6,At-Risk
INV004804,79.2,137.0,5,At-Risk
INV004805,44.666666666666664,92.0,6,At-Risk
INV004807,36.857142857142854,86.0,7,At-Risk
INV004813,62.0,253.0,5,At-Risk
INV004819,62.0,120.0,6,At-Risk
INV004825,70.0,141.0,6,At-Risk
INV004833,65.4,171.0,5,At-Risk
INV004834,38.625,106.0,8,At-Risk
INV004840,41.0,103.0,6,At-Risk
INV004843,50.857142857142854,153.0,7,At-Risk
INV004844,66.66666666666667,118.0,6,At-Risk
INV004845,81.8,197.0,5,At-Risk
INV004847,73.5,281.0,6,At-Risk
INV004848,54.125,166.0,8,At-Risk
INV004860,78.4,189.0,5,At-Risk
INV004863,68.0,220.0,6,At-Risk
INV004864,43.285714285714285,114.0,7,At-Risk
INV004865,76.33333333333333,143.0,6,At-Risk
INV004868,56.0,226.0,7,At-Risk
INV004871,69.14285714285714,170.0,7,At-Risk
INV004877,80.5,276.0,6,At-Risk
INV004889,70.66666666666667,159.0,6,At-Risk
INV004891,55.857142857142854,128.0,7,At-Risk
INV004896,79.4,252.0,5,At-Risk
INV004901,54.6,96.0,5,At-Risk
INV004911,63.666666666666664,97.0,6,At-Risk
INV004913,87.0,156.0,5,At-Risk
INV004916,75.5,162.0,6,At-Risk
INV004917,51.0,77.0,6,At-Risk
INV004924,59.75,116.0,8,At-Risk
INV004925,70.83333333333333,105.0,6,At-Risk
INV004926,66.28571428571429,133.0,7,At-Risk
INV004927,34.166666666666664,63.0,6,Regular
INV004947,45.0,75.0,5,At-Risk
INV004953,67.16666666666667,138.0,6,At-Risk
INV004956,59.142857142857146,155.0,7,At-Risk
INV004958,73.16666666666667,135.0,6,At-Risk
INV004959,68.6,193.0,5,At-Risk
INV004967,63.2,112.0,5,At-Risk
INV004973,55.0,99.0,8,At-Risk
INV004974,52.42857142857143,102.0,7,At-Risk
INV004978,63.833333333333336,157.0,6,At-Risk
INV004981,49.142857142857146,115.0,7,At-Risk
INV004983,57.666666666666664,128.0,6,At-Risk
INV004984,75.33333333333333,177.0,6,At-Risk
INV004986,81.33333333333333,185.0,6,At-Risk
INV004992,81.5,176.0,6,At-Risk
INV004996,46.333333333333336,104.0,9,At-Risk
INV004997,71.0,248.0,6,At-Risk
